Airline,Airport,Age,Gender,TripPurpose,NoTripsLastYear,Destination,SeatClass,Airfare,Occupation,DepartureHr,Nationality,DepartureTime,OccupationCat,airlineCat,Inchoen,Gimpo,Male,Female,Southeast AsiaD,ChinaD,JapanD,Economy,Business,First,Leisure,BusinessPurpose,Study,OtherPurpose,HighLevelProfessionals,Service,SelfEmployed,NonWorking,KoreanMajor,KoreanLCForeign,Korea,ChinaN,JapanN,SoutheastAsiaN,OtherN,DepartureHourFilled
1.0,2,60.0,2.0,1,2,2.0,1.0,100.0,10,,1,1,4,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,9.0
4.0,2,61.0,2.0,1,3,2.0,1.0,40.0,9,12,1,2,4,2,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,12.0
2.0,2,62.0,2.0,1,1,1.0,1.0,,11,15,1,2,4,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,15.0
4.0,2,62.0,2.0,1,2,1.0,1.0,,9,12,1,2,4,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,12.0
4.0,2,66.0,1.0,1,1,2.0,1.0,77.0,3,16,3,2,2,2,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,16.0
1.0,2,66.0,2.0,1,1,1.0,1.0,,9,16,1,2,4,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,16.0
1.0,2,60.0,1.0,2,1,2.0,1.0,40.0,3,12,1,2,2,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,12.0
3.0,2,43.0,2.0,1,0,3.0,1.0,,12,10,1,1,3,2,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,10.0
1.0,2,46.0,2.0,1,2,2.0,1.0,,9,16,1,2,4,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,16.0
4.0,2,43.0,1.0,1,0,2.0,1.0,40.0,2,16,1,2,1,2,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,16.0
4.0,2,45.0,2.0,2,0,2.0,1.0,38.0,9,16,1,2,4,2,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,16.0
4.0,2,44.0,1.0,1,0,2.0,1.0,40.0,1,16,1,2,1,2,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,16.0
3.0,2,49.0,2.0,1,0,3.0,3.0,60.0,9,11,1,1,4,2,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,11.0
2.0,2,43.0,1.0,2,2,2.0,1.0,40.0,2,15,3,2,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,15.0
2.0,2,43.0,1.0,3,10,2.0,1.0,33.0,5,17,2,2,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,17.0
4.0,2,41.0,1.0,2,5,1.0,1.0,33.0,2,17,1,2,1,2,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,17.0
1.0,2,46.0,1.0,1,0,1.0,1.0,,2,16,1,2,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,16.0
1.0,2,53.0,1.0,1,0,2.0,1.0,40.0,2,,1,2,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,16.0
1.0,2,53.0,2.0,1,1,1.0,1.0,35.0,7,9,1,1,3,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,9.0
1.0,2,57.0,1.0,2,4,1.0,2.0,,1,16,1,2,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,16.0
4.0,2,59.0,1.0,1,3,2.0,2.0,5.0,11,12,1,2,4,2,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,12.0
1.0,2,56.0,1.0,4,2,2.0,1.0,,10,16,1,2,4,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,16.0
4.0,2,32.0,1.0,1,2,2.0,1.0,30.0,3,16,1,2,2,2,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,16.0
1.0,2,33.0,1.0,2,15,1.0,1.0,,1,16,2,2,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,16.0
3.0,2,38.0,2.0,1,0,3.0,1.0,50.0,5,11,1,1,1,2,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,11.0
3.0,2,37.0,2.0,1,1,3.0,1.0,50.0,7,11,1,1,3,2,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,11.0
3.0,2,30.0,2.0,1,3,3.0,1.0,64.0,4,11,1,1,2,2,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,11.0
4.0,2,31.0,1.0,1,2,1.0,1.0,120.0,2,12,1,2,1,2,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,12.0
3.0,2,30.0,2.0,1,4,3.0,1.0,34.0,2,W7667,1,4,1,2,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,21.0
4.0,2,48.0,2.0,1,3,2.0,1.0,,9,16,1,2,4,2,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,16.0
4.0,2,46.0,2.0,2,2,2.0,1.0,40.0,3,12,1,2,2,2,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,12.0
1.0,2,43.0,2.0,1,2,2.0,1.0,40.0,11,16,1,2,4,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,16.0
3.0,2,40.0,2.0,1,1,3.0,1.0,,2,11,1,1,1,2,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,11.0
3.0,2,46.0,2.0,1,0,3.0,1.0,,2,11,1,1,1,2,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,11.0
2.0,2,42.0,2.0,1,1,1.0,1.0,,9,8,1,1,4,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,8.0
1.0,2,42.0,2.0,1,0,1.0,1.0,,9,9,1,1,4,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,9.0
1.0,2,43.0,2.0,4,3,2.0,1.0,40.0,9,,1,1,4,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,9.0
4.0,2,43.0,2.0,2,5,2.0,2.0,,1,15,1,2,1,2,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,15.0
3.0,2,25.0,2.0,1,0,3.0,1.0,40.0,2,11,1,1,1,2,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,11.0
4.0,2,28.0,2.0,1,1,1.0,1.0,120.0,2,12,1,2,1,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,12.0
4.0,2,26.0,1.0,3,1,1.0,1.0,52.0,8,9,1,1,4,2,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,9.0
4.0,2,20.0,1.0,2,3,1.0,1.0,44.0,12,12,1,2,3,2,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,12.0
3.0,2,31.0,1.0,1,3,3.0,1.0,39.0,2,11,1,1,1,2,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,11.0
3.0,2,33.0,2.0,1,2,3.0,1.0,40.0,2,11,1,1,1,2,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,11.0
3.0,2,33.0,1.0,1,2,3.0,1.0,39.0,2,11,1,1,1,2,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,11.0
3.0,2,39.0,2.0,1,0,3.0,1.0,,5,11,1,1,1,2,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,11.0
4.0,2,30.0,2.0,1,0,2.0,1.0,40.0,2,12,3,2,1,2,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,12.0
4.0,2,38.0,1.0,2,3,2.0,1.0,,2,15,1,2,1,2,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,15.0
2.0,2,35.0,2.0,1,1,1.0,1.0,,12,15,1,2,3,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,15.0
4.0,2,37.0,2.0,4,2,2.0,1.0,42.0,9,15,3,2,4,2,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,15.0
4.0,2,30.0,2.0,4,3,2.0,2.0,42.0,2,14,1,2,1,2,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,14.0
4.0,2,32.0,2.0,2,8,1.0,2.0,,1,8,2,1,1,2,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,8.0
2.0,2,35.0,1.0,4,1,1.0,1.0,,12,15,1,2,3,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,15.0
1.0,2,35.0,2.0,1,2,2.0,1.0,30.0,4,15,1,2,2,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,15.0
1.0,2,34.0,1.0,2,3,2.0,1.0,,5,16,3,2,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,16.0
1.0,2,39.0,1.0,2,6,2.0,1.0,,5,16,3,2,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,16.0
4.0,2,50.0,1.0,1,7,1.0,1.0,20.0,1,19,2,3,1,2,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,19.0
4.0,2,23.0,2.0,1,2,1.0,1.0,20.0,8,19,2,3,4,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,19.0
2.0,2,40.0,1.0,2,10,2.0,1.0,,2,15,1,2,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,15.0
2.0,2,42.0,1.0,2,10,2.0,2.0,,2,15,1,2,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,15.0
1.0,2,56.0,2.0,1,1,1.0,1.0,44.0,6,16,1,2,2,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,16.0
1.0,2,29.0,1.0,1,0,1.0,1.0,,2,16,1,2,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,16.0
1.0,2,64.0,2.0,1,1,1.0,1.0,44.0,7,16,1,2,3,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,16.0
1.0,2,67.0,2.0,1,2,1.0,1.0,45.0,9,16,1,2,4,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,16.0
1.0,2,59.0,2.0,1,1,1.0,1.0,44.0,9,16,1,2,4,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,16.0
1.0,2,28.0,1.0,1,1,1.0,3.0,37.0,6,16,1,2,2,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,16.0
4.0,2,22.0,2.0,1,0,3.0,1.0,30.0,8,13,1,2,4,2,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,13.0
1.0,2,25.0,2.0,3,1,1.0,1.0,37.0,8,16,1,2,4,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,16.0
1.0,2,21.0,1.0,4,4,1.0,1.0,52.0,8,16,2,2,4,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,16.0
1.0,2,22.0,2.0,4,3,1.0,1.0,30.0,8,12,1,2,4,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,12.0
4.0,2,27.0,1.0,1,0,2.0,1.0,40.0,6,12,1,2,2,2,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,12.0
3.0,2,26.0,2.0,2,2,3.0,1.0,50.0,12,11,1,1,3,2,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,11.0
1.0,2,26.0,2.0,3,0,2.0,1.0,60.0,8,9,3,1,4,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,9.0
1.0,2,21.0,2.0,1,1,2.0,1.0,60.0,8,16,1,2,4,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,16.0
1.0,2,21.0,2.0,1,0,1.0,1.0,,8,12,1,2,4,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,12.0
4.0,2,24.0,2.0,1,0,1.0,1.0,,8,9,1,1,4,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,9.0
1.0,2,28.0,2.0,2,6,1.0,2.0,50.0,1,16,2,2,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,16.0
1.0,2,28.0,1.0,3,0,1.0,1.0,,8,16,1,2,4,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,16.0
1.0,2,28.0,2.0,4,2,1.0,1.0,52.0,3,16,2,2,2,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,16.0
4.0,2,28.0,1.0,2,2,2.0,,,2,12,1,2,1,2,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,12.0
1.0,2,28.0,1.0,1,1,1.0,1.0,35.0,12,9,2,2,3,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,9.0
1.0,2,25.0,1.0,1,0,2.0,1.0,35.0,8,16,1,2,4,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,16.0
3.0,2,25.0,2.0,1,0,3.0,1.0,40.0,2,11,1,1,1,2,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,11.0
4.0,2,29.0,2.0,1,0,1.0,1.0,,2,19,2,3,1,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,19.0
4.0,2,29.0,2.0,2,0,1.0,1.0,,2,19,2,3,1,2,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,19.0
1.0,2,37.0,1.0,1,1,2.0,1.0,42.0,8,16,2,2,4,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,16.0
4.0,2,35.0,2.0,1,0,1.0,1.0,,2,19,2,3,1,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,19.0
4.0,2,38.0,1.0,1,0,2.0,1.0,40.0,2,15,1,2,1,2,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,15.0
4.0,2,35.0,1.0,2,0,2.0,1.0,40.0,2,19,3,3,1,2,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,19.0
4.0,2,42.0,1.0,2,0,2.0,1.0,40.0,2,20,3,3,1,2,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,20.0
4.0,2,40.0,1.0,2,1,2.0,1.0,50.0,2,19,3,3,1,2,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,19.0
2.0,2,47.0,1.0,2,0,2.0,1.0,,2,20,3,3,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,20.0
2.0,2,40.0,1.0,1,0,2.0,1.0,,2,20,3,3,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,20.0
2.0,2,40.0,2.0,1,3,2.0,1.0,,2,20,3,3,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,20.0
1.0,2,47.0,1.0,1,0,2.0,1.0,,11,16,3,2,4,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,16.0
4.0,2,51.0,2.0,2,6,2.0,1.0,40.0,1,15,3,2,1,2,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,15.0
4.0,2,52.0,1.0,1,5,2.0,1.0,45.0,1,,1,2,1,2,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,16.0
1.0,2,59.0,2.0,1,0,1.0,1.0,60.0,12,16,1,2,3,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,16.0
1.0,2,58.0,2.0,1,2,1.0,1.0,60.0,11,,1,2,4,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,16.0
1.0,2,64.0,2.0,1,1,1.0,1.0,,9,,1,2,4,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,16.0
1.0,2,67.0,2.0,1,0,1.0,1.0,60.0,9,16,1,2,4,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,16.0
2.0,2,64.0,2.0,1,0,2.0,1.0,45.0,10,20,1,3,4,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,20.0
2.0,2,69.0,2.0,2,10,2.0,,50.0,12,20,1,3,3,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,20.0
4.0,2,21.0,2.0,1,2,2.0,1.0,,8,20,3,3,4,2,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,20.0
4.0,2,32.0,2.0,1,0,2.0,1.0,45.0,2,20,3,3,1,2,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,20.0
4.0,2,30.0,2.0,2,3,2.0,1.0,,5,20,3,3,1,2,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,20.0
4.0,2,42.0,2.0,1,7,2.0,1.0,,7,20,3,3,3,2,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,20.0
4.0,2,43.0,2.0,1,1,2.0,1.0,,9,20,3,3,4,2,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,20.0
4.0,2,55.0,1.0,2,2,1.0,1.0,,2,19,1,3,1,2,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,19.0
2.0,2,59.0,2.0,2,2,2.0,1.0,,9,20,1,3,4,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,20.0
2.0,2,64.0,2.0,1,1,2.0,1.0,,9,20,1,3,4,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,20.0
4.0,2,39.0,1.0,4,10,1.0,1.0,62.0,12,19,1,3,3,2,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,19.0
4.0,2,37.0,2.0,4,6,1.0,1.0,25.0,5,19,1,3,1,2,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,19.0
1.0,2,63.0,1.0,2,3,2.0,1.0,,2,19,5,3,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,19.0
4.0,2,61.0,1.0,2,15,2.0,2.0,17.0,1,19,3,3,1,2,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,19.0
1.0,2,48.0,2.0,1,3,2.0,2.0,70.0,9,16,1,2,4,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,16.0
