Airport,Airline,Age,Gender,Destination,DepartureHr,DepartureTime,AccessTime,ProvinceResidence,ModeTransport,NoTransport,FlyingCompanion,Nationality,TransportCat,KoreanAir,Asiana,KoreanLCC,Foreign,Inchoen,Gimpo,Male,Female,Southeast AsiaD,ChinaD,JapanD,PersonalRoad,PublicSlow,PublicFast,SpecialityOthers,Korea,ChinaN,JapanN,SoutheastAsiaN,OtherN,DepartureHourFilled,AccessTimeFilled
2,1.0,52.0,2.0,2.0,16,2,60.0,3,5,1,2,1,2,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,16.0,60.0
2,1.0,35.0,2.0,2.0,19,3,90.0,1,5,1,2,1,2,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,19.0,90.0
2,4.0,24.0,2.0,1.0,19,3,30.0,8,5,1,4,2,2,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,19.0,30.0
2,2.0,34.0,2.0,2.0,17,2,40.0,8,1,1,2,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,17.0,40.0
2,4.0,27.0,1.0,2.0,19,3,30.0,8,2,1,0,3,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,19.0,30.0
2,4.0,55.0,2.0,2.0,20,3,30.0,8,5,1,2,3,2,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,20.0,30.0
2,2.0,45.0,2.0,2.0,20,3,150.0,3,6,2,0,1,3,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,20.0,150.0
2,1.0,59.0,2.0,1.0,19,3,40.0,3,5,1,4,1,2,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,19.0,40.0
2,4.0,22.0,1.0,2.0,19,3,,1,8,1,0,1,3,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,19.0,90.0
2,2.0,43.0,1.0,2.0,20,3,120.0,8,8,2,0,3,3,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,20.0,120.0
2,4.0,39.0,2.0,1.0,19,3,50.0,8,2,1,1,2,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,19.0,50.0
2,2.0,21.0,2.0,2.0,20,3,40.0,8,2,1,1,4,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,20.0,40.0
2,4.0,20.0,2.0,2.0,20,3,20.0,8,5,2,2,3,2,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,20.0,20.0
2,4.0,22.0,2.0,2.0,20,3,20.0,8,5,2,2,3,2,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,20.0,20.0
2,4.0,23.0,1.0,2.0,15,2,10.0,1,3,2,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,15.0,10.0
2,4.0,21.0,2.0,2.0,16,2,40.0,3,5,1,1,1,2,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,16.0,40.0
2,4.0,26.0,2.0,1.0,19,3,,8,8,1,4,2,3,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,19.0,150.0
2,4.0,25.0,2.0,1.0,19,3,180.0,8,8,1,0,2,3,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,19.0,180.0
2,1.0,62.0,1.0,2.0,15,2,30.0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,15.0,30.0
2,1.0,68.0,2.0,1.0,16,2,120.0,3,1,1,13,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,16.0,120.0
2,1.0,62.0,2.0,1.0,16,2,,3,5,1,2,1,2,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,16.0,57.0
2,1.0,60.0,2.0,2.0,15,2,40.0,3,6,1,2,1,3,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,15.0,40.0
2,1.0,65.0,1.0,2.0,15,2,40.0,3,6,1,2,1,3,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,15.0,40.0
2,1.0,70.0,1.0,1.0,16,2,120.0,6,1,1,10,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,16.0,120.0
2,4.0,67.0,2.0,1.0,12,2,15.0,1,5,1,2,1,2,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,12.0,15.0
2,4.0,67.0,1.0,2.0,12,2,60.0,1,6,1,0,1,3,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,12.0,60.0
2,2.0,70.0,1.0,1.0,15,2,120.0,4,2,1,6,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,15.0,120.0
2,1.0,50.0,1.0,2.0,12,2,,1,5,1,1,1,2,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,12.0,44.0
2,1.0,51.0,1.0,2.0,9,1,20.0,3,2,2,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,9.0,20.0
2,4.0,56.0,2.0,2.0,12,2,50.0,3,6,1,2,1,3,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,12.0,50.0
2,4.0,58.0,2.0,2.0,14,2,,3,6,2,1,1,3,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,14.0,59.0
2,4.0,55.0,2.0,2.0,12,2,20.0,3,1,2,2,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,12.0,20.0
2,4.0,55.0,1.0,2.0,16,2,30.0,1,2,1,2,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,16.0,30.0
2,4.0,51.0,1.0,1.0,17,2,,1,6,1,1,1,3,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,17.0,61.0
2,3.0,53.0,2.0,3.0,11,1,,5,8,3,4,1,3,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,11.0,147.0
2,2.0,53.0,1.0,2.0,,1,40.0,3,6,1,2,1,3,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,9.0,40.0
2,2.0,59.0,1.0,2.0,12,2,10.0,3,5,1,5,1,2,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,12.0,10.0
2,1.0,60.0,2.0,2.0,,1,30.0,1,6,1,1,1,3,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,9.0,30.0
2,4.0,61.0,2.0,2.0,12,2,,3,6,1,0,1,3,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,12.0,59.0
2,2.0,62.0,2.0,1.0,15,2,20.0,4,2,2,6,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,15.0,20.0
2,4.0,62.0,2.0,1.0,12,2,20.0,1,5,1,6,1,2,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,12.0,20.0
2,4.0,66.0,1.0,2.0,16,2,20.0,8,5,2,1,3,2,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,16.0,20.0
2,1.0,66.0,2.0,1.0,16,2,120.0,3,11,1,13,1,4,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,16.0,120.0
2,1.0,60.0,1.0,2.0,12,2,60.0,1,3,1,2,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,12.0,60.0
2,3.0,43.0,2.0,3.0,10,1,,2,5,2,7,1,2,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,10.0,43.0
2,1.0,46.0,2.0,2.0,16,2,90.0,1,9,1,3,1,4,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,16.0,90.0
2,4.0,43.0,1.0,2.0,16,2,15.0,1,2,2,2,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,16.0,15.0
2,4.0,45.0,2.0,2.0,16,2,10.0,1,2,2,2,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,16.0,10.0
2,4.0,44.0,1.0,2.0,16,2,10.0,1,5,2,2,1,2,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,16.0,10.0
2,3.0,49.0,2.0,3.0,11,1,,3,2,2,4,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,11.0,16.0
2,2.0,43.0,1.0,2.0,15,2,40.0,8,10,1,0,3,4,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,15.0,40.0
2,2.0,43.0,1.0,2.0,17,2,50.0,8,5,1,0,2,2,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,17.0,50.0
2,4.0,41.0,1.0,1.0,17,2,,8,6,1,1,1,3,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,17.0,70.0
2,1.0,46.0,1.0,1.0,16,2,120.0,6,1,1,10,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,16.0,120.0
2,1.0,53.0,1.0,2.0,,2,,1,1,1,5,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,16.0,44.0
2,1.0,53.0,2.0,1.0,9,1,,3,2,1,2,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,9.0,16.0
2,1.0,57.0,1.0,1.0,16,2,60.0,1,1,1,3,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,16.0,60.0
2,4.0,59.0,1.0,2.0,12,2,120.0,3,5,1,0,1,2,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,12.0,120.0
2,1.0,56.0,1.0,2.0,16,2,30.0,1,5,1,1,1,2,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,16.0,30.0
2,4.0,32.0,1.0,2.0,16,2,20.0,1,2,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,16.0,20.0
2,1.0,33.0,1.0,1.0,16,2,20.0,3,2,2,1,2,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,16.0,20.0
2,3.0,38.0,2.0,3.0,11,1,90.0,7,4,1,4,1,2,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,11.0,90.0
2,3.0,37.0,2.0,3.0,11,1,90.0,7,6,1,4,1,3,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,11.0,90.0
2,3.0,30.0,2.0,3.0,11,1,5.0,2,3,2,2,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,11.0,5.0
2,4.0,31.0,1.0,1.0,12,2,25.0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,12.0,25.0
2,3.0,30.0,2.0,3.0,W7667,4,30.0,1,2,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,21.0,30.0
2,4.0,48.0,2.0,2.0,16,2,25.0,3,5,1,2,1,2,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,16.0,25.0
2,4.0,46.0,2.0,2.0,12,2,60.0,3,1,1,2,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,12.0,60.0
2,1.0,43.0,2.0,2.0,16,2,90.0,3,1,1,3,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,16.0,90.0
2,3.0,40.0,2.0,3.0,11,1,30.0,2,1,2,7,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,11.0,30.0
2,3.0,46.0,2.0,3.0,11,1,30.0,2,1,2,7,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,11.0,30.0
2,2.0,42.0,2.0,1.0,8,1,,3,1,1,3,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,8.0,64.0
2,1.0,42.0,2.0,1.0,9,1,20.0,1,1,1,7,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,9.0,20.0
2,1.0,43.0,2.0,2.0,,1,60.0,1,6,1,2,1,3,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,9.0,60.0
2,4.0,43.0,2.0,2.0,15,2,20.0,3,5,1,4,1,2,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,15.0,20.0
2,3.0,25.0,2.0,3.0,11,1,40.0,3,6,1,3,1,3,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,11.0,40.0
2,4.0,28.0,2.0,1.0,12,2,40.0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,12.0,40.0
2,4.0,26.0,1.0,1.0,9,1,45.0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,9.0,45.0
2,4.0,20.0,1.0,1.0,12,2,60.0,3,4,2,2,1,2,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,12.0,60.0
2,3.0,31.0,1.0,3.0,11,1,60.0,1,5,1,4,1,2,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,11.0,60.0
2,3.0,33.0,2.0,3.0,11,1,60.0,1,5,1,4,1,2,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,11.0,60.0
2,3.0,33.0,1.0,3.0,11,1,50.0,8,3,1,4,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,11.0,50.0
2,3.0,39.0,2.0,3.0,11,1,20.0,2,1,2,7,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,11.0,20.0
2,4.0,30.0,2.0,2.0,12,2,30.0,3,1,1,2,3,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,12.0,30.0
2,4.0,38.0,1.0,2.0,15,2,,1,5,1,1,1,2,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,15.0,44.0
2,2.0,35.0,2.0,1.0,15,2,20.0,4,2,2,6,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,15.0,20.0
2,4.0,37.0,2.0,2.0,15,2,40.0,8,1,1,0,3,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,15.0,40.0
2,4.0,30.0,2.0,2.0,14,2,70.0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,14.0,70.0
2,4.0,32.0,2.0,1.0,8,1,20.0,1,6,1,1,2,3,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,8.0,20.0
2,2.0,35.0,1.0,1.0,15,2,20.0,4,2,2,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,15.0,20.0
2,1.0,35.0,2.0,2.0,15,2,30.0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,15.0,30.0
2,1.0,34.0,1.0,2.0,16,2,30.0,1,2,1,2,3,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,16.0,30.0
2,1.0,39.0,1.0,2.0,16,2,60.0,1,1,1,2,3,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,16.0,60.0
2,4.0,50.0,1.0,1.0,19,3,50.0,8,6,1,3,2,3,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,19.0,50.0
2,4.0,23.0,2.0,1.0,19,3,50.0,8,6,1,3,2,3,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,19.0,50.0
2,2.0,40.0,1.0,2.0,15,2,60.0,3,1,1,2,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,15.0,60.0
2,2.0,42.0,1.0,2.0,15,2,60.0,3,1,1,2,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,15.0,60.0
2,1.0,56.0,2.0,1.0,16,2,30.0,1,1,1,14,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,16.0,30.0
2,1.0,29.0,1.0,1.0,16,2,15.0,1,2,2,14,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,16.0,15.0
2,1.0,64.0,2.0,1.0,16,2,40.0,1,5,1,14,1,2,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,16.0,40.0
2,1.0,67.0,2.0,1.0,16,2,30.0,1,1,1,14,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,16.0,30.0
2,1.0,59.0,2.0,1.0,16,2,5.0,1,1,2,14,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,16.0,5.0
2,1.0,28.0,1.0,1.0,16,2,40.0,8,3,1,20,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,16.0,40.0
2,4.0,22.0,2.0,3.0,13,2,40.0,3,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,13.0,40.0
2,1.0,25.0,2.0,1.0,16,2,90.0,3,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,16.0,90.0
2,1.0,21.0,1.0,1.0,16,2,40.0,8,2,1,2,2,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,16.0,40.0
2,1.0,22.0,2.0,1.0,12,2,10.0,1,5,1,4,1,2,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,12.0,10.0
2,4.0,27.0,1.0,2.0,12,2,30.0,3,1,1,2,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,12.0,30.0
2,3.0,26.0,2.0,3.0,11,1,180.0,6,6,1,3,1,3,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,11.0,180.0
2,1.0,26.0,2.0,2.0,9,1,40.0,1,3,1,0,3,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,9.0,40.0
2,1.0,21.0,2.0,2.0,16,2,50.0,5,5,1,20,1,2,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,16.0,50.0
2,1.0,21.0,2.0,1.0,12,2,,5,3,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,12.0,88.0
2,4.0,24.0,2.0,1.0,9,1,60.0,3,6,1,0,1,3,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,9.0,60.0
2,1.0,28.0,2.0,1.0,16,2,20.0,1,3,2,1,2,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,16.0,20.0
2,1.0,28.0,1.0,1.0,16,2,,1,5,1,0,1,2,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,16.0,44.0
2,1.0,28.0,2.0,1.0,16,2,40.0,8,2,1,2,2,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,16.0,40.0
2,4.0,28.0,1.0,2.0,12,2,20.0,3,3,1,2,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,12.0,20.0
2,1.0,28.0,1.0,1.0,9,2,20.0,3,2,1,5,2,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,9.0,20.0
2,1.0,25.0,1.0,2.0,16,2,30.0,3,6,1,2,1,3,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,16.0,30.0
2,3.0,25.0,2.0,3.0,11,1,60.0,1,5,1,3,1,2,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,11.0,60.0
2,4.0,29.0,2.0,1.0,19,3,180.0,8,8,2,3,2,3,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,19.0,180.0
2,4.0,29.0,2.0,1.0,19,3,180.0,8,8,2,3,2,3,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,19.0,180.0
2,1.0,37.0,1.0,2.0,16,2,60.0,8,5,1,1,2,2,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,16.0,60.0
2,4.0,35.0,2.0,1.0,19,3,10.0,8,2,2,2,2,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,19.0,10.0
2,4.0,38.0,1.0,2.0,15,2,30.0,1,5,1,1,1,2,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,15.0,30.0
2,4.0,35.0,1.0,2.0,19,3,120.0,8,2,1,1,3,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,19.0,120.0
2,4.0,42.0,1.0,2.0,20,3,50.0,8,2,1,1,3,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,20.0,50.0
2,4.0,40.0,1.0,2.0,19,3,50.0,8,2,1,1,3,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,19.0,50.0
2,2.0,47.0,1.0,2.0,20,3,40.0,8,2,1,1,3,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,20.0,40.0
2,2.0,40.0,1.0,2.0,20,3,60.0,8,6,1,1,3,3,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,20.0,60.0
2,2.0,40.0,2.0,2.0,20,3,40.0,8,5,1,1,3,2,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,20.0,40.0
2,1.0,47.0,1.0,2.0,16,2,180.0,8,8,2,1,3,3,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,16.0,180.0
2,4.0,51.0,2.0,2.0,15,2,15.0,1,5,1,2,3,2,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,15.0,15.0
2,4.0,52.0,1.0,2.0,,2,15.0,8,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,16.0,15.0
2,1.0,59.0,2.0,1.0,16,2,10.0,1,2,2,6,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,16.0,10.0
2,1.0,58.0,2.0,1.0,,2,10.0,1,2,2,6,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,16.0,10.0
2,1.0,64.0,2.0,1.0,,2,,3,1,1,13,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,16.0,64.0
2,1.0,67.0,2.0,1.0,16,2,10.0,1,2,2,7,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,16.0,10.0
2,2.0,64.0,2.0,2.0,20,3,120.0,3,5,1,1,1,2,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,20.0,120.0
2,2.0,69.0,2.0,2.0,20,3,45.0,1,5,1,0,1,2,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,20.0,45.0
2,4.0,21.0,2.0,2.0,20,3,40.0,8,5,1,2,3,2,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,20.0,40.0
2,4.0,32.0,2.0,2.0,20,3,45.0,8,2,1,1,3,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,20.0,45.0
2,4.0,30.0,2.0,2.0,20,3,60.0,8,1,1,1,3,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,20.0,60.0
2,4.0,42.0,2.0,2.0,20,3,40.0,8,5,1,2,3,2,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,20.0,40.0
2,4.0,43.0,2.0,2.0,20,3,40.0,8,5,1,2,3,2,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,20.0,40.0
2,4.0,55.0,1.0,1.0,19,3,30.0,1,5,1,1,1,2,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,19.0,30.0
2,2.0,59.0,2.0,2.0,20,3,30.0,1,5,1,2,1,2,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,20.0,30.0
2,2.0,64.0,2.0,2.0,20,3,40.0,1,5,1,2,1,2,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,20.0,40.0
2,4.0,39.0,1.0,1.0,19,3,45.0,8,1,1,3,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,19.0,45.0
2,4.0,37.0,2.0,1.0,19,3,45.0,8,1,1,3,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,19.0,45.0
2,1.0,63.0,1.0,2.0,19,3,30.0,8,5,2,1,5,2,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,19.0,30.0
2,4.0,61.0,1.0,2.0,19,3,40.0,8,2,1,4,3,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,19.0,40.0
2,1.0,48.0,2.0,2.0,16,2,40.0,1,1,1,3,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,16.0,40.0
